image,label
41907,3
41908,1
41909,3
41910,5
41911,3
41912,4
41913,3
41914,3
41915,1
41916,3
41917,4
41918,1
41919,1
41920,4
41921,2
41922,6
41924,3
41925,3
41926,4
41927,1
41928,1
41929,3
41930,3
41931,5
41932,2
41933,4
41934,5
41935,5
41936,6
41937,6
41938,1
41939,3
41940,1
41941,3
41942,6
41943,3
41944,1
41945,6
41946,6
41947,3
41948,4
41949,4
41950,6
41951,5
41952,6
41953,3
41954,6
41955,6
41956,1
41957,3
41958,3
41959,1
41960,3
41961,3
41962,4
41964,5
41965,3
41966,1
41967,4
41969,1
41970,2
41971,3
41973,3
41974,1
41975,2
41976,3
41977,6
41978,3
41979,5
41980,5
41981,2
41982,3
41983,3
41984,6
41985,3
41986,3
41988,4
41989,3
41990,3
41991,3
41992,1
41993,3
41995,6
41996,6
41997,4
41998,3
41999,3
42000,6
42001,3
42002,6
42004,4
42005,3
42006,1
42007,4
42008,1
42009,6
42010,4
42011,3
42012,1
42014,4
42015,2
42016,3
42017,4
42018,3
42019,3
42020,6
42021,3
42022,6
42023,1
42024,6
42025,3
42027,3
42028,5
42029,4
42030,5
42031,4
42032,3
42033,3
42034,5
42035,4
42036,6
42037,3
42038,3
42039,3
42040,5
42041,3
42042,5
42043,3
42044,1
42045,4
42046,3
42047,4
42048,1
42049,3
42050,4
42051,3
42052,3
42053,4
42054,3
42055,3
42056,6
42057,1
42058,1
42059,5
42062,4
42063,1
42064,2
42065,4
42067,3
42068,3
42069,6
42070,3
42071,6
42072,3
42073,6
42074,3
42076,6
42077,4
42078,6
42079,3
42080,3
42081,6
42082,3
42083,4
42084,4
42085,4
42086,1
42087,6
42088,6
42089,5
42090,1
42091,3
42092,4
42093,3
42094,5
42095,4
42096,1
42097,6
42098,6
42099,1
42100,3
42101,5
42102,3
42103,3
42104,1
42105,3
42106,1
42108,3
42109,3
42110,5
42111,2
42112,3
42113,4
42114,3
42115,3
42116,6
42117,4
42118,6
42121,3
42122,1
42123,1
42125,6
42126,5
42127,6
42128,6
42129,3
42130,3
42131,3
42132,4
42133,1
42135,1
42136,4
42137,6
42138,6
42139,6
42140,1
42141,3
42144,1
42145,3
42146,2
42147,2
42148,6
42149,5
42150,4
42152,3
42153,4
42154,4
42155,3
42156,2
42157,3
42158,6
42160,4
42161,6
42162,6
42163,1
42165,4
42166,3
42167,3
42168,6
42169,1
42170,6
42171,3
42172,3
42173,5
42174,3
42175,3
42176,5
42177,3
42178,1
42179,5
42180,3
42181,4
42182,2
42183,1
42184,1
42185,4
42186,6
42187,6
42188,1
42189,3
42190,4
42191,4
42192,3
42193,4
42194,3
42195,3
42196,3
42197,5
42198,6
42199,5
42200,4
42201,4
42202,3
42203,6
42204,3
42205,5
42206,4
42207,4
42208,6
42209,2
42210,6
42211,3
42212,5
42214,5
42215,3
42216,3
42218,4
42219,3
42220,4
42221,1
42222,3
42223,4
42224,1
42225,5
42226,6
42228,4
42229,4
42230,6
42231,6
42232,1
42233,1
42234,3
42235,1
42236,3
42238,2
42239,2
42240,5
42241,5
42242,3
42243,6
42244,6
42246,4
42247,3
42248,3
42249,2
42251,6
42252,5
42253,3
42254,3
42255,4
42256,6
42257,4
42258,1
42259,3
42260,1
42262,3
42263,6
42264,5
42265,3
42266,1
42267,3
42268,1
42269,3
42270,3
42271,5
42272,6
42273,3
42275,2
42276,4
42277,3
42278,6
42279,1
42280,3
42281,4
42282,6
42283,3
42284,6
42285,3
42286,4
42288,3
42289,4
42290,4
42291,3
42292,1
42293,1
42294,3
42295,4
42296,6
42297,6
42298,6
42299,3
42300,3
42301,1
42302,1
42303,6
42304,6
42305,4
42306,3
42307,4
42308,1
42309,3
42310,1
42311,3
42312,1
42313,6
42314,3
42315,3
42316,3
42317,4
42318,1
42319,1
42320,4
42321,5
42322,3
42323,1
42324,1
42325,6
42326,3
42327,6
42328,3
42329,3
42331,1
42332,3
42334,3
42335,1
42336,3
42337,4
42338,6
42339,5
42340,6
42341,4
42342,1
42343,4
42344,3
42346,5
42347,3
42348,3
42349,3
42350,3
42351,3
42352,4
42353,4
42354,1
42355,4
42357,6
42358,1
42359,3
42361,1
42362,3
42363,4
42364,3
42365,3
42366,2
42367,3
42369,3
42370,3
42372,5
42373,6
42374,5
42375,6
42377,4
42378,4
42379,5
42380,3
42381,3
42383,3
42384,3
42385,1
42386,5
42387,5
42388,3
42390,3
42391,3
42392,1
42393,6
42394,4
42395,3
42396,4
42397,6
42398,4
42399,5
42400,3
42402,3
42403,1
42404,4
42405,6
42406,2
42407,6
42408,2
42410,3
42411,4
42412,1
42413,3
42414,6
42415,4
42416,4
42417,3
42418,3
42419,6
42420,6
42421,3
42422,3
42424,3
42425,1
42426,4
42427,4
42428,6
42429,6
42430,1
42431,6
42432,1
42434,3
42435,6
42436,4
42437,6
42438,5
42439,3
42440,5
42441,5
42442,4
42444,5
42445,3
42446,4
42447,5
42448,3
42449,5
42450,5
42451,5
42452,6
42453,3
42454,6
42455,3
42456,4
42457,3
42458,6
42459,3
42460,6
42461,6
42462,3
42463,3
42464,3
42465,4
42466,6
42467,2
42468,3
42469,1
42470,2
42471,3
42472,5
42473,6
42474,3
42475,1
42476,3
42477,3
42478,4
42479,1
42480,3
42481,6
42482,5
42483,3
42484,3
42485,3
42486,3
42487,3
42488,1
42489,3
42490,3
42491,1
42492,4
42493,3
42495,3
42496,3
42497,6
42498,3
42499,5
42500,3
42501,6
42502,4
42503,3
42504,4
42505,4
42506,6
42507,2
42508,6
42509,5
42510,6
42511,6
42512,6
42513,3
42514,3
42515,1
42517,3
42518,1
42519,4
42520,5
42521,3
42522,3
42523,3
42524,3
42525,5
42526,6
42527,3
42529,6
42530,5
42532,3
42533,4
42535,1
42536,3
42537,5
42538,6
42539,5
42540,3
42541,3
42543,5
42544,6
42545,5
42546,6
42547,3
42548,6
42550,1
42551,3
42552,3
42553,5
42554,6
42555,3
42556,4
42557,4
42558,1
42559,3
42561,3
42562,1
42563,3
42564,4
42565,1
42566,3
42567,6
42568,2
42569,4
42570,3
42571,1
42572,1
42573,6
42574,3
42575,4
42576,5
42577,4
42578,3
42579,4
42581,3
42582,6
42583,6
42584,3
42585,3
42586,1
42587,6
42588,4
42589,5
42590,3
42591,1
42592,6
42593,3
42594,6
42596,5
42597,4
42598,4
42600,3
42601,2
42602,6
42603,1
42604,5
42605,6
42607,1
42608,5
42609,3
42610,6
42612,5
42613,6
42614,2
42615,5
42616,5
42617,3
42618,4
42621,3
42622,5
42623,3
42624,3
42625,4
42626,3
42628,6
42629,3
42630,1
42631,4
42632,3
42633,6
42634,1
42635,6
42636,4
42638,1
42639,6
42640,4
42641,3
42642,6
42643,3
42644,3
42645,5
42646,5
42648,3
42649,3
42650,5
42653,3
42654,5
42655,3
42657,2
42658,6
42659,6
42660,5
42661,6
42662,5
42663,3
42664,1
42665,6
42666,6
42667,6
42668,4
42669,3
42670,1
42671,3
42673,3
42674,3
42676,4
42677,1
42678,3
42679,4
42680,3
42681,4
42682,3
42683,3
42684,1
42685,3
42686,4
42687,3
42688,4
42689,4
42690,3
42691,3
42692,4
42693,1
42694,3
42695,1
42696,3
42697,3
42698,2
42699,3
42700,3
42701,4
42702,3
42703,5
42704,4
42705,3
42706,5
42707,3
42708,3
42709,3
42710,5
42712,3
42713,4
42714,1
42715,4
42716,5
42717,3
42719,4
42720,3
42721,3
42722,1
42723,3
42724,2
42726,3
42727,4
42728,1
42730,3
42731,3
42732,3
42733,4
42734,4
42735,2
42736,4
42737,4
42738,3
42739,3
42740,3
42741,3
42742,2
42743,3
42744,5
42745,5
42746,3
42749,3
42750,1
42751,3
42752,1
42753,5
42754,5
42756,3
42757,3
42758,5
42759,1
42760,4
42762,3
42763,1
42764,6
42765,4
42766,4
42767,1
42768,3
42769,5
42770,3
42771,5
42772,3
42773,5
42776,5
42777,5
42778,4
42780,5
42781,4
42783,4
42784,6
42785,3
42786,3
42789,6
42790,6
42792,6
42793,3
42794,6
42796,2
42798,4
42799,1
42800,6
42801,3
42802,4
42803,3
42804,4
42805,3
42806,4
42807,5
42808,4
42809,3
42810,3
42811,1
42812,6
42813,3
42814,3
42815,5
42816,5
42817,4
42819,6
42820,5
42821,3
42823,3
42824,3
42825,5
42826,5
42827,1
42828,1
42829,4
42830,1
42831,3
42832,3
42833,5
42834,3
42835,3
42836,1
42837,2
42838,2
42839,5
42840,3
42841,3
42842,6
42843,6
42844,3
42845,3
42846,6
42847,6
42848,5
42849,1
42850,1
42851,5
42852,3
42853,3
42854,3
42855,6
42856,4
42857,2
42858,3
42859,1
42860,5
42861,6
42862,3
42863,3
42864,1
42865,3
42866,2
42867,3
42868,4
42869,3
42870,4
42872,6
42873,6
42874,4
42875,6
42876,3
42877,5
42878,3
42879,3
42880,1
42882,4
42883,3
42884,4
42885,3
42886,5
42887,5
42888,3
42889,3
42890,3
42891,3
42892,5
42893,3
42894,4
42895,3
42896,3
42897,6
42898,4
42899,4
42900,4
42901,1
42902,6
42903,6
42904,6
42905,3
42906,4
42907,4
42908,3
42909,1
42910,3
42911,3
42912,1
42913,6
42915,3
42917,3
42918,3
42919,3
42920,4
42921,1
42922,1
42923,3
42924,6
42925,3
42927,3
42928,5
42929,3
42930,2
42931,4
42932,3
42933,1
42934,3
42935,4
42936,6
42937,3
42938,3
42939,1
42940,4
42941,6
42942,4
42943,4
42945,3
42946,5
42948,3
42949,4
42950,3
42951,6
42952,6
42953,2
42954,6
42955,6
42956,3
42957,2
42958,4
42959,5
42960,3
42961,4
42962,3
42963,2
42964,3
42965,1
42966,5
42968,3
42969,5
42970,3
42971,6
42972,1
42973,6
42975,3
42976,6
42977,3
42978,3
42979,4
42980,6
42981,6
42983,6
42984,4
42986,1
42987,3
42988,4
42990,4
42991,1
42992,4
42993,5
42994,5
42995,4
42996,3
42997,3
42998,5
42999,3
43000,3
43001,3
43002,3
43003,5
43004,3
43005,3
43006,3
43007,6
43008,6
43009,3
43010,4
43011,6
43012,3
43013,1
43014,6
43015,3
43016,3
43017,4
43018,1
43019,3
43021,4
43022,6
43023,5
43024,6
43026,4
43027,1
43029,5
43030,1
43031,3
43032,2
43033,6
43034,3
43035,2
43036,4
43037,3
43038,3
43039,6
43040,1
43041,3
43042,1
43043,3
43046,3
43047,3
43048,6
43049,5
43051,3
43052,5
43053,1
43054,3
43055,5
43056,6
43057,3
43058,3
43059,6
43060,6
43061,4
43062,6
43063,2
43064,1
43065,3
43066,3
43067,5
43068,3
43069,6
43070,3
43071,6
43072,3
43073,3
43074,4
43075,3
43079,4
43080,6
43082,3
43083,3
43084,5
43087,3
43090,3
43091,4
43092,3
43093,1
43094,4
43095,4
43096,2
43097,6
43098,3
43099,3
43100,6
43101,1
43102,3
43103,3
43104,6
43105,3
43106,1
43107,6
43109,1
43110,5
43111,3
43112,1
43114,3
43115,2
43116,1
43117,5
43118,2
43119,5
43120,4
43121,4
43122,3
43123,3
43124,4
43125,3
43127,4
43128,3
43129,3
43130,4
43131,5
43132,3
43134,3
43135,6
43136,4
43137,1
43138,4
43139,1
43140,1
43141,6
43142,1
43143,1
43144,6
43145,5
43146,3
43147,5
43148,3
43149,4
43150,3
43151,6
43152,1
43153,1
43154,6
43155,3
43156,3
43158,4
43159,2
43160,3
43161,3
43162,2
43163,1
43164,2
43165,5
43166,3
43167,1
43170,1
43171,1
43172,6
43174,3
43175,6
43176,3
43177,4
43178,1
43179,1
43180,6
43181,3
43182,6
43183,2
43184,4
43185,3
43186,4
43187,5
43188,3
43189,3
43190,3
43191,3
43192,1
43193,6
43194,1
43195,5
43196,3
43197,3
43198,4
43200,3
43201,3
43203,4
43204,6
43205,3
43206,1
43207,6
43208,1
43209,3
43210,1
43211,3
43212,4
43213,4
43215,3
43216,4
43217,3
43218,1
43219,3
43220,2
43221,5
43222,3
43225,5
43226,3
43227,6
43228,6
43232,4
43233,1
43234,6
43235,4
43236,4
43237,6
43238,4
43239,6
43240,6
43241,3
43242,2
43243,3
43244,3
43245,6
43246,3
43247,1
43248,3
43249,5
43250,1
43253,6
43254,3
43255,5
43256,2
43257,6
43258,3
43259,6
43260,6
43261,3
43262,3
43263,1
43264,3
43265,4
43266,3
43267,6
43268,3
43269,1
43270,3
43271,3
43272,3
43273,6
43274,3
43275,3
43276,6
43277,1
43278,3
43279,5
43280,4
43281,3
43282,3
43283,6
43284,4
43285,3
43286,1
43287,1
43288,2
43289,3
43290,3
43291,3
43292,5
43293,3
43294,3
43296,5
43297,4
43298,2
43299,4
43300,3
43301,3
43302,3
43303,2
43304,6
43305,3
43306,6
43307,4
43308,5
43309,6
43310,6
43311,4
43312,5
43313,3
43314,4
43315,4
43316,4
43317,3
43318,4
43319,3
43320,3
43321,5
43322,3
43323,4
43324,4
43325,3
43326,1
43327,1
43328,1
43329,5
43330,4
43332,3
43333,2
43334,4
43335,5
43336,1
43337,3
43338,5
43339,6
43340,6
43341,3
43342,6
43343,1
43344,3
43345,2
43346,4
43347,2
43349,3
43350,6
43351,1
43352,3
43353,1
43354,1
43355,1
43356,5
43357,3
43358,6
43359,1
43360,2
43361,4
43362,1
43364,1
43366,1
43367,3
43368,3
43369,3
43370,6
43371,6
43372,4
43373,2
43374,5
43375,3
43376,6
43377,5
43378,4
43379,4
43380,6
43381,4
43382,6
43383,6
43384,4
43385,4
43386,3
43387,3
43388,1
43389,6
43390,3
43391,5
43392,3
43393,4
43394,1
43395,1
43396,6
43397,4
43398,1
43399,3
43400,3
43401,1
43402,5
43403,1
43404,1
43405,3
43406,3
43407,3
43408,1
43409,3
43410,5
43411,6
43413,3
43414,6
43415,3
43416,6
43417,3
43419,4
43420,1
43421,3
43422,4
43425,1
43426,3
43427,4
43428,6
43429,3
43430,6
43431,3
43432,6
43433,4
43434,4
43435,6
43436,3
43437,3
43438,3
43439,4
43441,3
43442,3
43443,4
43444,6
43445,6
43446,3
43447,5
43448,6
43449,3
43450,3
43451,6
43453,1
43455,4
43456,3
43457,1
43458,6
43459,5
43461,2
43462,4
43463,5
43464,6
43466,5
43467,4
43468,4
43469,6
43471,6
43472,3
43473,6
43474,6
43475,2
43476,4
43477,4
43478,3
43479,1
43480,3
43481,3
43482,4
43483,4
43484,3
43485,3
43486,5
43487,4
43488,3
43489,4
43490,1
43491,3
43492,6
43494,6
43495,4
43496,6
43499,4
43500,4
43501,6
43502,4
43503,3
43505,5
43506,6
43507,4
43508,3
43509,3
43510,6
43511,5
43512,3
43513,3
43514,6
43515,6
43516,6
43517,6
43518,3
43519,3
43520,6
43521,5
43522,1
43523,6
43524,6
43526,6
43530,2
43531,3
43532,4
43533,3
43534,6
43535,4
43537,4
43539,4
43540,6
43541,6
43542,1
43543,2
43544,3
43545,3
43546,3
43547,4
43548,6
43550,3
43552,3
43553,4
43554,6
43555,6
43556,3
43557,6
43558,5
43559,5
43560,3
43561,1
43562,4
43563,3
43564,3
43565,2
43566,3
43568,4
43569,3
43570,4
43571,1
43572,1
43573,1
43575,3
43576,6
43577,1
43578,1
43579,4
43580,2
43581,5
43582,6
43584,3
43585,3
43586,3
43588,3
43589,3
43590,6
43591,3
43592,3
43593,3
43594,3
43595,5
43596,5
43597,3
43598,1
43599,1
43600,1
43601,5
43602,3
43603,3
43604,1
43607,4
43608,3
43609,2
43611,3
43612,3
43613,3
43614,3
43615,3
43616,3
43617,4
43618,6
43619,6
43621,3
43622,6
43623,3
43624,6
43626,3
43627,1
43628,4
43629,2
43630,2
43631,3
43632,1
43633,1
43634,3
43635,4
43636,4
43637,5
43638,4
43640,1
43641,3
43642,4
43643,1
43644,3
43645,4
43646,4
43647,4
43648,3
43649,3
43650,3
43651,2
43652,4
43653,6
43654,3
43655,6
43656,5
43657,3
43658,5
43659,1
43660,2
43661,2
43662,3
43663,3
43664,6
43666,3
43667,5
43668,4
43669,6
43670,4
43671,3
43672,2
43673,4
43674,4
43675,6
43676,4
43677,3
43678,3
43679,1
43680,2
43681,4
43682,1
43683,5
43685,3
43686,3
43687,3
43688,6
43689,4
43690,6
43691,3
43692,1
43693,6
43694,6
43695,5
43696,1
43697,3
43698,3
43699,3
43700,3
43701,3
43702,6
43703,2
43704,3
43705,5
43706,4
43707,2
43708,3
43709,3
43710,1
43711,3
43714,1
43715,3
43716,3
43717,6
43718,1
43719,4
43720,3
43721,3
43722,1
43724,6
43725,4
43727,6
43728,3
43729,3
43730,6
43731,1
43732,3
43733,3
43735,5
43736,6
43737,4
43738,1
43739,4
43740,3
43741,4
43742,6
43743,3
43744,3
43746,3
43748,4
43749,1
43750,3
43751,6
43752,3
43753,4
43754,6
43756,6
43757,6
43758,1
43759,1
43760,3
43762,1
43763,2
43764,6
43766,1
43768,3
43769,3
43770,6
43771,3
43772,3
43773,6
43774,3
43775,3
43776,3
43777,3
43780,6
43781,5
43782,5
43784,4
43785,3
43787,1
43788,3
43789,4
43790,6
43791,6
43792,3
43793,3
43794,4
43795,5
43796,1
43797,5
43798,3
43799,3
43800,6
43802,6
43803,3
43804,1
43805,6
43806,3
43807,3
43808,4
43809,2
43810,3
43811,4
43812,3
43814,3
43815,4
43817,3
43818,6
43820,5
43821,1
43824,2
43825,3
43826,4
43827,5
43828,1
43829,3
43830,3
43831,2
43833,6
43834,6
43835,6
43836,3
43837,6
43838,1
43839,3
43840,3
43841,6
43842,3
43843,3
43844,4
43845,4
43846,2
43847,3
43849,4
43850,3
43851,3
43852,1
43853,6
43854,3
43855,4
43856,3
43857,6
43858,1
43859,6
43861,3
43862,3
43863,5
43864,2
43865,5
43866,3
43867,3
43868,3
43869,6
43870,5
43871,3
43872,6
43873,1
43874,2
43875,3
43877,3
43878,1
43879,1
43880,3
43881,5
43882,6
43883,6
43884,3
43885,3
43886,1
43887,5
43888,6
43889,3
43890,3
43891,4
43892,6
43893,6
43894,3
43895,4
43896,3
43897,2
43898,4
43899,3
43900,6
43902,6
43903,3
43904,4
43905,6
43906,4
43907,3
43908,3
43909,6
43910,3
43911,6
43912,3
43913,1
43915,1
43916,5
43918,3
43919,2
43920,3
43921,1
43922,5
43923,3
43924,3
43926,3
43927,3
43928,3
43930,5
43931,3
43932,3
43933,4
43934,3
43935,3
43936,5
43938,5
43939,3
43940,1
43941,4
43942,3
43944,5
43945,1
43946,1
43947,5
43948,4
43949,3
43950,3
43951,1
43952,6
43953,5
43954,3
43955,2
43956,6
43957,4
43958,5
43959,3
43960,3
43961,6
43962,1
43963,6
43964,1
43965,3
43966,3
43967,3
43968,3
43969,4
43970,3
43971,1
43972,3
43973,6
43974,3
43975,5
43976,2
43977,3
43978,3
43979,3
43980,4
43981,4
43982,6
43983,3
43984,1
43985,3
43986,3
43988,3
43989,5
43990,1
43991,3
43992,4
43994,6
43995,1
43996,5
43997,3
43998,6
43999,3
44000,3
44002,3
44003,4
44004,5
44005,6
44006,4
44007,3
44008,2
44010,3
44011,3
44012,3
44013,1
44014,4
44015,4
44016,3
44017,3
44018,4
44020,3
44022,3
44023,6
44024,6
44025,4
44026,3
44027,1
44028,3
44029,1
44030,3
44031,4
44032,3
44033,1
44034,6
44036,1
44037,2
44038,3
44039,1
44040,6
44041,1
44042,6
44043,5
44044,3
44045,3
44046,1
44047,3
44048,3
44049,3
44050,4
44051,1
44052,5
44053,3
44054,5
44055,3
44056,2
44057,3
44058,5
44060,6
44062,3
44063,3
44064,5
44065,5
44066,3
44067,2
44068,6
44069,1
44070,3
44071,3
44072,2
44073,3
44074,4
44075,6
44076,4
44077,4
44078,3
44079,4
44080,3
44081,4
44082,5
44083,3
44084,3
44085,4
44086,3
44087,3
44088,4
44089,3
44090,1
44092,1
44093,3
44094,4
44095,4
44096,4
44097,2
44099,4
44100,3
44101,4
44102,3
44103,2
44104,3
44105,3
44106,3
44107,3
44108,3
44109,4
44110,1
44111,1
44112,3
44113,4
44114,1
44115,6
44116,4
44117,4
44119,6
44120,5
44121,6
44122,6
44123,3
44124,6
44125,3
44126,5
44127,6
44128,1
44130,3
44131,1
44132,3
44133,3
44134,3
44136,3
44137,3
44138,4
44139,1
44140,1
44141,3
44142,6
44143,1
44144,3
44145,3
44146,3
44147,3
44148,1
44149,4
44150,3
44151,2
44152,4
44153,4
44154,3
44155,4
44156,4
44157,3
44158,4
44159,5
44160,3
44161,1
44162,1
44163,6
44164,6
44165,1
44166,6
44167,2
44168,4
44169,1
44170,6
44171,4
44172,4
44173,1
44175,6
44176,2
44177,3
44178,4
44179,3
44180,2
44182,3
44184,4
44187,1
44189,6
44190,6
44191,1
44192,3
44193,6
44194,3
44195,3
44196,5
44197,3
44198,3
44199,4
44201,4
44202,3
44203,4
44204,5
44205,3
44207,4
44208,3
44209,3
44210,3
44211,1
44212,3
44213,5
44214,1
44215,4
44216,3
44217,4
44218,3
44219,4
44220,2
44222,5
44223,3
44224,1
44225,5
44226,2
44227,4
44228,1
44229,4
44230,6
44231,5
44232,3
44234,3
44235,3
44237,4
44238,6
44239,6
44240,3
44241,3
44242,5
44243,5
44244,6
44245,6
44246,1
44247,3
44248,3
44249,4
44250,1
44251,6
44252,2
44254,3
44255,3
44257,3
44258,5
44259,4
44261,3
44262,3
44263,2
44264,3
44265,4
44266,2
44267,3
44268,3
44269,6
44270,6
44271,3
44272,3
44273,3
44274,3
44275,1
44277,3
44278,4
44279,6
44280,4
44281,3
44282,3
44283,4
44284,6
44285,3
44286,6
44287,3
44288,3
44289,4
44290,3
44291,3
44292,3
44294,4
44295,3
44296,1
44297,3
44298,1
44299,3
44300,4
44301,5
44302,1
44303,1
44306,1
44307,6
44308,4
44309,6
44310,6
44311,4
44312,3
44313,1
44314,5
44315,6
44316,3
44317,3
44318,6
44319,6
44321,2
44322,1
44323,1
44324,5
44325,6
44326,3
44327,3
44328,6
44329,3
44330,5
44331,6
44332,6
44333,5
44334,5
44335,1
44336,3
44337,3
44339,3
44340,3
44341,3
44342,3
44343,1
44344,3
44345,3
44346,3
44347,1
44348,3
44349,5
44350,5
44351,3
44352,6
44355,6
44357,3
44358,3
44359,4
44360,4
44361,6
44362,3
44363,1
44364,2
44365,4
44366,3
44367,5
44368,2
44369,2
44370,3
44371,1
44372,5
44373,6
44374,6
44376,3
44377,3
44378,1
44379,1
44380,6
44381,4
44382,4
44383,3
44384,3
44386,4
44387,4
44388,3
44389,2
44390,1
44391,2
44392,3
44393,3
44394,5
44395,1
44396,3
44397,5
44398,6
44399,5
44400,3
44401,3
44402,3
44403,3
44404,1
44405,5
44406,6
44407,1
44408,5
44409,6
44410,1
44411,6
44412,3
44413,3
44414,6
44415,1
44417,1
44418,3
44419,5
44420,4
44421,4
44422,3
44423,3
44426,4
44427,1
44428,6
44429,5
44430,6
44431,3
44432,2
44433,1
44434,4
44435,4
44436,3
44437,6
44438,4
44439,6
44440,3
44441,4
44444,3
44445,6
44446,2
44447,5
44449,5
44450,3
44451,6
44452,6
44453,3
44454,6
44456,4
44457,3
44458,6
44459,5
44460,2
44461,5
44462,3
44464,3
44465,1
44466,1
44467,3
44468,6
44469,6
44470,4
44471,3
44472,6
44473,3
44474,3
44475,4
44476,6
44477,3
44478,3
44480,4
44481,6
44482,6
44483,4
44485,3
44486,4
44487,5
44488,1
44489,4
44491,2
44492,3
44493,6
44494,3
44495,2
44496,5
44497,3
44498,4
44499,6
44500,5
44501,5
44502,1
44504,6
44505,3
44506,1
44507,3
44508,4
44509,4
44510,5
44511,6
44512,3
44513,5
44514,4
44515,3
44516,3
44517,2
44518,3
44519,6
44520,4
44521,6
44523,3
44524,4
44527,3
44529,3
44530,4
44532,4
44533,5
44534,4
44535,4
44536,3
44537,4
44538,6
44540,3
44543,1
44544,3
44545,3
44546,1
44547,6
44548,3
44551,3
44552,3
44553,5
44554,3
44555,6
44556,6
44557,5
44559,3
44560,4
44563,3
44564,1
44566,3
44567,3
44568,5
44570,6
44571,4
44572,1
44573,6
44574,3
44575,1
44576,3
44577,6
44578,3
44579,1
44580,4
44581,3
44582,6
44583,6
44584,3
44585,3
44586,4
44587,4
44588,1
44589,3
44590,3
44591,1
44593,3
44594,6
44595,3
44596,4
44597,3
44598,2
44599,6
44601,3
44602,6
44603,3
44604,3
44605,6
44606,1
44607,1
44608,3
44609,6
44610,6
44611,3
44612,1
44613,3
44614,6
44615,3
44616,3
44617,3
44618,4
44619,1
44620,1
44621,6
44622,1
44623,3
44625,3
44626,1
44627,3
44628,3
44629,6
44630,2
44631,4
44633,3
44634,3
44635,6
44636,1
44637,3
44638,3
44640,1
44641,5
44642,4
44643,3
44645,3
44646,3
44647,6
44648,4
44649,3
44650,5
44651,2
44652,1
44653,2
44654,2
44655,3
44656,3
44657,3
44659,1
44660,3
44661,1
44662,3
44663,6
44664,6
44665,1
44666,3
44667,1
44668,4
44669,4
44670,6
44671,5
44673,4
44674,3
44676,3
44677,2
44678,1
44679,3
44680,6
44681,6
44682,1
44683,6
44684,6
44686,6
44687,6
44689,3
44690,3
44691,1
44694,6
44695,6
44696,3
44697,6
44698,5
44699,5
44700,4
44701,5
44702,6
44703,3
44704,4
44705,3
44706,3
44707,3
44708,3
44709,3
44710,5
44711,1
44712,6
44714,6
44715,1
44716,4
44717,6
44718,3
44719,3
44720,6
44721,6
44722,4
44723,6
44724,6
44726,1
44727,3
44728,1
44729,3
44730,6
44731,6
44732,4
44734,5
44735,3
44736,3
44737,3
44739,1
44740,1
44741,6
44742,4
44743,5
44744,2
44745,3
44746,1
44747,3
44748,6
44749,4
44750,6
44751,1
44752,3
44753,2
44754,6
44755,6
44756,4
44757,3
44759,3
44761,6
44762,3
44763,6
44765,6
44766,3
44767,1
44768,3
44769,3
44770,3
44771,6
44772,3
44773,3
44774,4
44775,6
44776,6
44777,6
44778,5
44779,2
44780,5
44781,6
44782,3
44783,2
44784,1
44785,3
44786,1
44787,4
44788,6
44789,4
44790,2
44791,1
44792,6
44793,3
44794,3
44795,1
44796,4
44797,4
44798,2
44799,1
44800,6
44801,1
44803,5
44804,4
44805,1
44806,3
44807,4
44808,3
44809,3
44810,4
44811,4
44812,3
44813,5
44814,3
44815,3
44816,5
44817,4
44818,6
44819,6
44820,5
44821,4
44822,1
44823,3
44824,5
44825,6
44826,1
44827,3
44829,3
44830,5
44831,5
44833,2
44834,6
44835,3
44836,6
44838,3
44840,6
44841,3
44842,3
44843,3
44844,2
44845,6
44846,3
44847,2
44849,6
44850,1
44851,4
44852,5
44853,3
44854,6
44855,3
44856,4
44857,6
44858,3
44859,6
44860,4
44861,3
44862,1
44863,4
44864,5
44865,2
44866,2
44867,1
44868,3
44869,6
44870,1
44871,4
44872,6
44873,3
44875,1
44876,3
44877,4
44878,6
44879,6
44880,3
44881,4
44882,4
44883,2
44884,4
44885,3
44886,3
44887,4
44888,3
44889,4
44890,6
44891,4
44892,6
44893,3
44894,6
44895,3
44896,2
44897,3
44898,3
44899,3
44900,3
44901,6
44902,6
44903,1
44904,3
44905,1
44906,5
44907,3
44908,1
44909,6
44910,3
44911,4
44912,3
44913,6
44915,3
44916,1
44917,3
44918,6
44919,4
44920,3
44921,3
44923,5
44924,2
44925,3
44926,6
44927,3
44928,4
44929,3
44930,3
44931,4
44932,5
44933,3
44934,4
44935,5
44936,1
44937,6
44938,3
44939,6
44940,3
44941,4
44942,4
44943,1
44945,5
44946,5
44947,3
44948,4
44949,4
44950,3
44951,5
44952,3
44953,2
44955,6
44956,3
44957,4
44958,3
44961,3
44962,2
44963,2
44964,6
44965,6
44966,6
44967,4
44971,5
44972,3
44973,6
44974,1
44975,3
44976,4
44977,1
44978,3
44979,1
44981,5
44982,1
44983,1
44984,4
44985,4
44986,3
44987,5
44988,3
44989,1
44990,4
44991,5
44992,3
44994,5
44995,1
44996,3
44997,4
44998,5
44999,1
45000,3
45001,6
45003,5
45004,3
45005,3
45006,3
45007,4
45008,5
45009,5
45010,6
45012,6
45013,1
45014,3
45015,1
